CRPName,CID,Party,DistIDRunFor,State,District
"Pettersen, Brittany",N00040878,D,CO07,CO,7
"Pettigrew, Aaron L",N00042565,R,TNS1,TN,S1
"Pettinato, Jared",N00041975,D,MT01,MT,1
"Petzel, Geoffrey",N00033609,D,IL06,IL,6
"Peyer, Dustin",N00041444,D,NDS2,ND,S2
"Pezzullo, Rich",N00000775,R,NJ06,NJ,6
"Pfalzgraf, Eric",N00041878,D,TX11,TX,11
"Pfeifer, Peter",N00043404,R,MOS2,MO,S2
"Pham, Ethan",N00041495,D,GA07,GA,7
"Phifer, Leah",N00041970,D,MN08,MN,8
"Phillips, Bartholomew J",N00036437,I,TNS1,TN,S1
"Phillips, Brendan",N00041711,3,UT03,UT,3
"Phillips, Breton",N00043591,R,TNS1,TN,S1
"Phillips, Dean",N00041134,D,MN03,MN,3
"Phillips, Heath",N00041386,D,NY22,NY,22
"Phillips, Mariah",N00040966,D,TN04,TN,4
"Phillips, Rupie Jr",N00041249,R,WV03,WV,3
"Phoenix, Jess",N00040859,D,CA25,CA,25
"Piatt, Patti",N00042128,D,KY04,KY,4
"Piegza, Larry",N00042187,3,NY27,NY,27
"Pierce, Douglas",N00039040,D,CAS2,CA,S2
"Pierce, Shannon",N00042914,R,SC04,SC,4
"Pierson, Nick",N00042375,R,AZ03,AZ,3
"Pikus, Patrick",N00042685,D,OH07,OH,7
"Pilkington, Greg",N00040671,D,FL15,FL,15
"Pilskog, Adam",N00043605,I,WA01,WA,1
"Pingree, Chellie",N00013817,D,ME01,ME,1
"Pinion, Timothy A.",N00043310,R,OHS1,OH,S1
"Pinjuv, Guy",N00042178,D,NV03,NV,3
"Piper, John Patrick",N00041733,I,INS1,IN,S1
"Pirkowski, Eddie",N00028771,R,HIS2,HI,S2
"Pistone, John",N00030781,R,CT05,CT,5
"Pittenger, Robert",N00034416,R,NC09,NC,9
"Pittman, Trip",N00041270,R,ALS1,AL,S1
"Plaskett, Stacey",N00035000,D,VI00,VI,0
"Plummer, Gerald",N00043278,D,CAS2,CA,S2
"Plummer, Letitia",N00041203,D,TX22,TX,22
"Pocan, Mark",N00033549,D,WI02,WI,2
"Poe, Ted",N00026457,R,TX02,TX,2
"Polce, Nick",N00042019,R,WI01,WI,1
"Polen, Michael",N00043229,R,OR04,OR,4
"Poliquin, Bruce",N00034584,R,ME02,ME,2
"Pollard, Andre",N00040687,I,GA06,GA,6
"Pollard, Bill",N00041490,D,FL17,FL,17
"Pollock, Randy",N00043223,R,OR02,OR,2
"Pope, Elliot",N00042531,R,VA06,VA,6
"Pope, Tommy",N00040754,R,SC05,SC,5
"Porter, Eddie Ray",N00041393,D,OK05,OK,5
"Porter, Ernest",N00041889,D,VA02,VA,2
"Porter, Katie",N00040865,D,CA45,CA,45
"Porter, Stevan",N00040773,L,VA11,VA,11
"Posey, Bill",N00029662,R,FL08,FL,8
"Post, Dynda Rose",N00043216,D,OK02,OK,2
"Postemski, Dan",N00043012,R,CT02,CT,2
"Poteet, Al",N00042270,R,TX21,TX,21
"Pounds, Bunni",N00042235,R,TX05,TX,5
"Powell, Jon",N00040991,D,TX36,TX,36
"Powers, Kevin",N00041958,R,MA02,MA,2
"Pozos, Clare Putnam",N00042707,R,PA05,PA,5
"Praver, Shaul",N00043316,D,CT05,CT,5
"Prejean, Christina",N00042393,D,CA49,CA,49
"Presley, Elvis",N00043094,L,AR01,AR,1
"Pressley, Ayanna",N00042581,D,MA07,MA,7
"Pressman, Jonathan",N00043493,D,RIS1,RI,S1
"Pretot, Jake",N00042143,D,MD02,MD,2
"Price, David",N00002260,D,NC04,NC,4
"Price, Phillip",N00041369,D,NC11,NC,11
"Price, Suzyn",N00041109,D,IL06,IL,6
"Price, Thomas",N00042076,D,CA42,CA,42
"Pries, Mike",N00042210,R,PA07,PA,7
"Prigg, Tom",N00040749,D,PA14,PA,14
"Pringle, David",N00042167,D,NJ07,NJ,7
"Probasco, Kevin",N00043049,R,UT01,UT,1
"Profit, Joe",N00043147,R,GA04,GA,4
"Prosch, Matt",N00041360,R,MN07,MN,7
"Pross, Gordon",N00007956,R,WA08,WA,8
"Pruett, Jim",N00041572,D,IN06,IN,6
"Pruitt, Autry",N00041877,R,TX21,TX,21
"Pruitt, Dean",N00040895,D,IL12,IL,12
"Puett, Kevin",N00043003,D,CA03,CA,3
"Pugh, Bryan",N00043457,3,SC06,SC,6
"Pulcher, Jacob",N00042446,L,MD05,MD,5
"Puletasi , Sam",N00040137,D,HI01,HI,1
"Pullen, Mike",N00041506,D,MD01,MD,1
"Pullins, Pierre",N00028240,D,IN07,IN,7
"Pureval, Aftab",N00042676,D,OH01,OH,1
"Purkis, Angelika",N00042617,I,FL12,FL,12
"Pyle, Dennis",N00031386,R,KS02,KS,2
"Qudrat, Omar",N00041079,R,CA52,CA,52
"Queen, Kenneth",N00041146,D,NC10,NC,10
"Quick, Laura",N00043238,D,PA09,PA,9
"Quigg, Rebecca",N00040642,D,GA06,GA,6
"Quigley, Mike",N00030581,D,IL05,IL,5
"Quinn, Christine",N00039087,R,FL14,FL,14
"Quinn, Patrick J",N00042686,R,OH07,OH,7
"Quintanilla, Carlos",N00038839,D,TX33,TX,33
"Quintero, Andre",N00040646,D,CA32,CA,32
"Quintero, Norman",N00042075,D,CA42,CA,42
"Quist, Robert E.",N00040729,D,MT01,MT,1
"Rab, Raji",N00036728,D,CA30,CA,30
"Rabin, Eliot",N00043521,R,NY12,NY,12
"Rabinowitz, Jeffrey G",N00037587,I,FL15,FL,15
"Racioppi, Sam",N00041574,L,MA06,MA,6
"Rackleff, Bob",N00041324,D,FL02,FL,2
"Raczkowski, Rocky",N00013848,R,MI11,MI,11
"Rader, Betsy",N00040943,D,OH14,OH,14
"Radewagen, Amata Coleman",N00007635,R,AS00,AS,0
"Radice, Timothy",N00042123,R,IN04,IN,4
"Radinovich, Joe",N00042858,D,MN08,MN,8
"Raiklin, Ivan",N00042366,R,VAS1,VA,S1
"Rajiah, James",N00043213,I,OH14,OH,14
"Ramirez, Rita",N00029652,D,CA08,CA,8
"Ramirez-Rosa, Carlos",N00042115,D,IL04,IL,4
"Ramsay, Greg",N00041481,D,CA45,CA,45
"Ramsey, Andrea",N00041123,D,KS03,KS,3
"Ramsey, George",N00041103,D,IA01,IA,1
"Rangel, Roland",N00039167,L,TX24,TX,24
"Rao, Saira",N00042397,D,CO01,CO,1
"Raphoon, Megan Renee",N00043439,I,MI13,MI,13
"Rapini, Dominic",N00041472,R,CTS1,CT,S1
"Raskin, Jamie",N00037036,D,MD08,MD,8
"Ratcliffe, John Lee",N00035972,R,TX04,TX,4
"Ratigan, Dylan",N00042886,D,NY21,NY,21
"Ratterree, Troy",N00042513,R,TX06,TX,6
"Ray, Johnny Allen",N00041694,R,SC07,SC,7
"Ray, Patricia Torres",N00043582,D,MN05,MN,5
"Raybould, Jane",N00041739,D,NES1,NE,S1
"Rea, John",N00002002,D,MD03,MD,3
"Redd, Shawn",N00037582,R,AZS2,AZ,S2
"Reddick, Rachel",N00041861,D,PA01,PA,1
"Reed, Dave",N00042499,R,PA13,PA,13
"Reed, Mark",N00030776,R,CA30,CA,30
"Reed, Tom",N00030949,R,NY23,NY,23
"Reed, Wendy",N00038410,D,CA23,CA,23
"Reel, Matt",N00042504,D,TN07,TN,7
"Reeves, Jason",N00036005,L,TX33,TX,33
"Regalado, Raquel",N00041493,R,FL27,FL,27
"Register, Benjamin Patrick",N00042867,D,NC12,NC,12
"Reid, Derrick Michael",N00037353,L,CAS2,CA,S2
"Reid, Ron",N00041640,D,FL11,FL,11
"Reilly, Josh",N00043574,3,AZ02,AZ,2
"Reilly, Steve",N00034783,D,GA07,GA,7
"Reinecker, Nick",N00043505,R,KS01,KS,1
"Reiser, Brandon",N00041077,L,CA48,CA,48
"Reiss, John",N00040695,D,HI02,HI,2
"Remmer, Lisa",N00042780,R,CA12,CA,12
"Renacci, Jim",N00031127,R,OHS1,OH,S1
"Renison, John",N00042395,R,CA51,CA,51
"Rennhack, John",N00042472,D,NY22,NY,22
"Reschenthaler, Guy",N00041871,R,PA14,PA,14
"Rey, Juan",N00043123,I,CA29,CA,29
"Reyes, Augustine",N00042526,D,TX29,TX,29
"Reyes, Carlos",N00041560,R,FL23,FL,23
"Reyes, Richard Travis",N00043546,L,WA08,WA,8
"Reyes-Aguirre, Eve",N00042754,3,AZS2,AZ,S2
"Reynolds, Brian J.",N00043583,I,NJ04,NJ,4
"Reynolds, Robert L",N00043232,R,OR05,OR,5
"Reynolds, Steven",N00039835,D,TN04,TN,4
"Rhea, Bill",N00041775,R,CO05,CO,5
"Rheinhart, Allen",N00039723,D,NVS1,NV,S1
"Rhodes, Gareth",N00040938,D,NY19,NY,19
"Rice, Johnny",N00041127,R,MD05,MD,5
"Rice, Kathleen",N00035927,D,NY04,NY,4
"Rice, Maxwell",N00040894,R,IL09,IL,9
"Rice, Richard Brand New",N00041057,D,AL07,AL,7
"Rice, Tom",N00033832,R,SC07,SC,7
"Rich, Mick",N00040815,R,NMS1,NM,S1
"Rich, Tim",N00041355,D,ME02,ME,2
"Richards, Leonard J",N00010242,D,MNS2,MN,S2
"Richardson, Chardo",N00041088,D,FL07,FL,7
"Richardson, David",N00041492,D,FL27,FL,27
"Richardson, Marvin",N00030125,3,ID01,ID,1
"Richardson, Robert",N00042065,3,CA09,CA,9
"Richmond, Cedric",N00030184,D,LA02,LA,2
"Richmond, Isaac",N00003241,D,TN09,TN,9
"Rickards, Peter",N00008357,D,ID02,ID,2
"Ricker, Sean",N00041195,R,TX08,TX,8
"Rieger, Chris",N00041395,D,PA16,PA,16
"Rients, Don",N00037032,R,IL18,IL,18
"Ries, Robert",N00043169,D,MN01,MN,1
"Riggleman, Denver",N00043541,R,VA05,VA,5
"Riley, Kris Ann Ms.",N00040777,I,WI05,WI,5
"Ring, Lisa",N00041331,D,GA01,GA,1
"Ringelstein, Zak",N00041921,D,MES1,ME,S1
"Rittereiser, Jason",N00041423,D,WA08,WA,8
"Rivera, Natalie Lynn",N00043414,I,NJS1,NJ,S1
"Rivers, Don",N00042994,D,WAS1,WA,S1
"Robbins, Frankie",N00030199,D,OK03,OK,3
"Roberson, John",N00034320,D,IN03,IN,3
"Roberts, Boyd",N00035354,D,CA48,CA,48
"Roberts, Clifton",N00038874,I,CAS2,CA,S2
"Roberts, Ira",N00040924,R,NC10,NC,10
"Roberts, Kevin",N00042219,R,TX02,TX,2
"Roberts, Mark",N00043224,3,OR02,OR,2
"Roberts, Shawna",N00042683,D,OH06,OH,6
"Robertson, Annabelle",N00042714,D,SC02,SC,2
"Robertson, Terry",N00036946,R,OH07,OH,7
"Robinson, Art",N00032006,R,OR04,OR,4
"Robinson, Gil",N00042938,L,TX21,TX,21
"Roby, Martha",N00030768,R,AL02,AL,2
"Rochester, Lisa Blunt",N00038414,D,DE01,DE,1
"Rockhold, Chris",N00040718,L,KS04,KS,4
"Rodgers, Cathy McMorris",N00026314,R,WA05,WA,5
"Rodgers, Emory",N00039652,D,CA33,CA,33
"Rodriguez, Darrell",N00040988,D,TX32,TX,32
"Rodriguez, George",N00041213,D,TX32,TX,32
"Rodriguez, Jose Javier",N00041330,D,FL27,FL,27
"Rodriguez, Junius",N00040210,D,IL18,IL,18
"Rodriguez-Aguilera, Bettina",N00041642,R,FL27,FL,27
"Roe, Phil",N00028463,R,TN01,TN,1
"Roesler, Russell Paul",N00041710,I,UT03,UT,3
"Rogers, Curtis Ralph",N00043503,R,FL15,FL,15
"Rogers, Hal",N00003473,R,KY05,KY,5
"Rogers, Kesha",N00031548,I,TX09,TX,9
"Rogers, Mike D",N00024759,R,AL03,AL,3
"Rogers, Wendy",N00042775,R,AZ01,AZ,1
"Rohrabacher, Dana",N00007151,R,CA48,CA,48
"Rohrs, Brad",N00042447,R,MD06,MD,6
"Rokita, Todd",N00031741,R,INS1,IN,S1
"Roldan-Johnson, Daniel",N00042428,D,IL14,IL,14
"Romero, Paul Jr",N00039420,R,OR02,OR,2
"Romley, Ken",N00041835,D,NC02,NC,2
"Romney, Mitt",N00000286,R,UTS1,UT,S1
"Ronan, Sam",N00038447,R,OH01,OH,1
"Rooney, Francis",N00040007,R,FL19,FL,19
"Rooney, Tom",N00029018,R,FL17,FL,17
"Rosas, Eduardo",N00042443,D,MD03,MD,3
"Rosas, Emily",N00042043,R,FL01,FL,1
"Rose, E Brian",N00041972,R,MS04,MS,4
"Rose, John",N00041599,R,TN06,TN,6
"Rose, Max",N00041588,D,NY11,NY,11
"Rosen, Jacky",N00038734,D,NVS1,NV,S1
"Rosendale, Matt",N00035517,R,MTS1,MT,S1
"Roskam, Peter",N00004719,R,IL06,IL,6
"Ross, David",N00039841,L,TN06,TN,6
"Ross, Dennis",N00030645,R,FL15,FL,15
"Ross, Felicia",N00043212,D,OH11,OH,11
"Ross, Heather",N00041557,D,AZ06,AZ,6
"Rossi, Dino",N00032631,R,WA08,WA,8
"Rothfus, Keith J",N00031253,R,PA17,PA,17
"Rouda, Harley",N00040666,D,CA48,CA,48
"Routledge, Root",N00042797,D,CO03,CO,3
"Rouzer, David",N00033527,R,NC07,NC,7
"Row, Shane",N00041228,R,UT03,UT,3
"Rowe, Courtney",N00041102,D,IA01,IA,1
"Rowjee, Roshin",N00041874,R,TX01,TX,1
"Roy, Chip",N00042268,R,TX21,TX,21
"Roybal-Allard, Lucille",N00006671,D,CA40,CA,40
"Royce, Ed",N00008264,R,CA39,CA,39
"Ruben, David",N00034185,D,AZS2,AZ,S2
"Rudbeck, Thomas",N00043161,I,IL01,IL,1
"Ruff, Jonathan Alan",N00042590,R,SC04,SC,4
"Ruggles, Roger William Dr.",N00042905,D,PA07,PA,7
"Ruiz, Raul",N00033510,D,CA36,CA,36
"Rundblade, Shawn Eric",N00040561,D,WI05,WI,5
"Ruppersberger, Dutch",N00025482,D,MD02,MD,2
"Rush, Bobby L",N00004887,D,IL01,IL,1
"Rushman, Ed",N00043129,I,CA46,CA,46
"Rusk, Ted",N00041764,D,CA39,CA,39
"Russell, Chris",N00041274,D,AZS2,AZ,S2
"Russell, Christine",N00043118,R,CA18,CA,18
"Russell, John",N00042486,D,OH12,OH,12
"Russell, Ken",N00041940,D,FL27,FL,27
"Russell, Steven",N00036175,R,OK05,OK,5
"Rutagwibira, Aloys",N00033611,R,IL10,IL,10
"Rutherford, John",N00039777,R,FL04,FL,4
"Ryan, Greg",N00038699,R,MN04,MN,4
"Ryan, Heather",N00041105,D,IA03,IA,3
"Ryan, Jeremy",N00036705,R,WI01,WI,1
"Ryan, Mike",N00042930,L,TX10,TX,10
"Ryan, Pat",N00041165,D,NY19,NY,19
"Ryan, Paul",N00004357,R,WI01,WI,1
"Ryan, Terence J",N00041959,D,MA03,MA,3
"Ryan, Tim",N00025280,D,OH13,OH,13
"Ryerse, Robert",N00041059,R,AR03,AR,3
"Ryman, Fred",N00039937,R,MOS2,MO,S2
"Ryon, Anna",N00040889,D,IA03,IA,3
"Rywalski, Eric",N00040868,D,CA45,CA,45
"Saad, Fayrouz",N00041510,D,MI11,MI,11
"Saavedra, Jazmina",N00043127,R,CA44,CA,44
"Saavedra, Jazmina",N00042348,R,CAS2,CA,S2
"Sabato, Antonio Jr",N00041072,R,CA26,CA,26
"Sabrin, Murray",N00009941,L,NJS1,NJ,S1
"Saccone, Rick",N00040816,R,PA14,PA,14
"Sachs, Noga",N00043335,R,MO02,MO,2
"Saettone, Richard",N00042947,L,TX29,TX,29
"Sagan, Greg",N00041407,D,TX13,TX,13
"Sagliano, Vito",N00041698,R,TN02,TN,2
"Said, Mohammad H",N00027300,D,WAS1,WA,S1
"Saizan, Andie",N00043430,D,LA06,LA,6
"Sajna, Cyrus",N00041210,R,TX26,TX,26
"Salas, Andrew",N00041845,R,NM02,NM,2
"Salazar, Maria Elvira",N00042810,R,FL27,FL,27
"Salerno, Lillian",N00041884,D,TX32,TX,32
"Salim, Ahmed",N00040893,D,IL07,IL,7
"Salmon, Scott",N00040929,D,NJ07,NJ,7
"Salyer, Michael",N00034802,L,TN01,TN,1
"Sam, Geraldine",N00005912,R,TXS2,TX,S2
"Samples, Greg",N00042004,L,TN02,TN,2
"San Miguel, Edna",N00038591,R,AZ03,AZ,3
"San Nicolas, Michael",N00042619,D,GU00,GU,0
"Sanborn, Andy",N00041149,R,NH01,NH,1
"Sanchez, Ivan",N00042247,D,TX07,TX,7
"Sanchez, Jana Lynne",N00040761,D,TX06,TX,6
"Sanchez, Linda",N00024870,D,CA38,CA,38
"Sanchez, Manny",N00043418,D,CT05,CT,5
"Sanchez, Ruben",N00042417,R,IL04,IL,4
"Sanders, Bernie",N00000528,I,VTS1,VT,S1
"Sanders, Justin",N00043046,R,SC04,SC,4
"Sanders, Levi",N00042871,D,NH01,NH,1
"Sandman, Ray Skip",N00036641,I,MN08,MN,8
"Sandman, Shastina",N00043131,R,CA48,CA,48
"Sanford, Mark",N00002424,R,SC01,SC,1
"Sangari, Sargis",N00041950,R,IL09,IL,9
"Santa Maria, Brian",N00040918,D,MN03,MN,3
"Santamaria, Carlos",N00039297,R,CA05,CA,5
"Santana, Edwin Jr",N00040770,D,VA01,VA,1
"Santopietro, Justin",N00042299,D,VA09,VA,9
"Santos, Lee",N00042939,L,TX21,TX,21
"Santos, Manny",N00043013,R,CT05,CT,5
"Sapp, Judson",N00042400,R,FL03,FL,3
"Sarbanes, John",N00027751,D,MD03,MD,3
"Sarega, Andrew",N00042383,R,CA39,CA,39
"Sargent, Bill",N00041879,R,TX14,TX,14
"Sarnoski, Jason",N00041680,R,NJ05,NJ,5
"Sarver, Jenifer",N00042269,R,TX21,TX,21
"Sauberman, Joshua",N00041686,I,NY03,NY,3
"Saulibio, Dave",N00043613,I,WA05,WA,5
"Savoie, Tammy",N00043428,D,LA01,LA,1
"Sawdy, Steven",N00042378,R,AZ08,AZ,8
"Sawyer, John Wilbur III",N00042809,R,FL17,FL,17
"Sawyers, Ryan",N00040997,D,VA01,VA,1
"Sax, Mike",N00042182,3,NY02,NY,2
"Sayed, Shamus",N00041767,R,CA50,CA,50
"Sbaih, Jesse",N00037526,D,NVS1,NV,S1
"Scalise, Steve",N00009660,R,LA01,LA,1
"Scanlon, Mary Gay",N00042706,D,PA05,PA,5
"Schaarsmith, Deanie",N00042389,D,CA48,CA,48
"Schaffner, Paul",N00031054,R,ND01,ND,1
"Schafranek, Robert",N00038834,R,TX29,TX,29
"Schakowsky, Jan",N00004724,D,IL09,IL,9
"Scharer, Gene",N00009575,D,AZ08,AZ,8
"Schatzle, Karen Lee",N00043125,I,CA39,CA,39
"Schaupp, Charles",N00007548,R,CA03,CA,3
"Scheinberg, Aaron",N00041427,D,WV02,WV,2
"Schenkenfelder, Joseph",N00043528,D,TN02,TN,2
"Schiess, John",N00033362,R,WIS1,WI,S1
"Schiff, Adam",N00009585,D,CA28,CA,28
"Schiffman, Steve",N00039555,D,NV03,NV,3
"Schiller, Jill",N00042479,D,OH02,OH,2
"Schiller, Nick",N00041578,D,MI02,MI,2
"Schmid, Claude",N00043251,R,SC04,SC,4
"Schmitt, Michael D",N00042612,R,CA49,CA,49
"Schneider, Brad",N00033101,D,IL10,IL,10
"Schneider, Jan",N00025314,D,FL16,FL,16
"Schneider, Joseph",N00042847,R,MA06,MA,6
"Schneider, Mac",N00043031,D,ND01,ND,1
"Schnibbe, Steve",N00041986,R,NY21,NY,21
"Schofield, Jack Jr.",N00043444,D,NV02,NV,2
"Scholten, JD",N00041465,D,IA04,IA,4
"Schoolcraft, Jamie",N00043029,D,MO07,MO,7
"Schooley, Travis",N00034723,R,PA13,PA,13
"Schoonover, Joshua",N00042082,R,CA49,CA,49
"Schrader, Kurt",N00030071,D,OR05,OR,5
"Schrader, Stephen James",N00041276,R,CAS2,CA,S2
"Schrader, Tommy",N00028236,D,IN03,IN,3
"Schrage, Joseph",N00040846,R,CA30,CA,30
"Schrier, Kim",N00041606,D,WA08,WA,8
"Schuh, Jon",N00041115,R,IL17,IL,17
"Schultz, Debbie Wasserman",N00026106,D,FL23,FL,23
"Schultz, Jim",N00043305,L,NES1,NE,S1
"Schuster, Robert Kyle",N00042053,D,AZ08,AZ,8
"Schwab, Kurt",N00041537,R,TX33,TX,33
"Schwartz, Derek",N00042577,R,FL21,FL,21
"Schwartz, Leonard",N00043167,L,MI11,MI,11
"Schwartz, Paul Kenneth",N00042448,D,MD06,MD,6
"Schwartzberg, Steve",N00041568,D,IL05,IL,5
"Schweikert, David",N00006460,R,AZ06,AZ,6
"Scott, Austin",N00032457,R,GA08,GA,8
"Scott, Bobby",N00002147,D,VA03,VA,3
"Scott, David",N00024871,D,GA13,GA,13
"Scott, George",N00041178,D,PA10,PA,10
"Scott, Jeff",N00042864,L,NC09,NC,9
"Scott, Joshua",N00043595,R,CA32,CA,32
"Scott, Omeria",N00043490,D,MSS2,MS,S2
"Scott, Rick",N00043290,R,FLS1,FL,S1
"Scott, Zach",N00042193,D,OH12,OH,12
"Seaman, Victoria",N00041586,R,NV03,NV,3
"Seamans, Joan Elizabeth",N00042188,D,NY27,NY,27
"Searcy, Sam",N00041363,D,NC02,NC,2
"Sedbrook, David Michael",N00041636,D,CO01,CO,1
"Sedillo Lopez, Antoinette",N00040932,D,NM01,NM,1
"Sedlock, Adam",N00034901,D,PA14,PA,14
"Seeberger, Rick",N00042256,R,TX16,TX,16
"Segal, Jerome",N00042035,D,MDS1,MD,S1
"Seidman, Barbara A",N00041788,D,GA01,GA,1
"Sellers, Leah",N00042678,D,OH04,OH,4
"Selmont, Ges",N00042803,D,FL04,FL,4
"Sensenbrenner, F James Jr",N00004291,R,WI05,WI,5
"Sergent, Talley",N00041428,D,WV02,WV,2
"Serrano, Gerardo",N00042637,R,KY05,KY,5
"Serrano, Jose E",N00001813,D,NY15,NY,15
"Seryak, Kit",N00041856,R,OH16,OH,16
"Sessions, Pete",N00005681,R,TX32,TX,32
"Sessions, Rane",N00042629,D,KY02,KY,2
"Seta, Anthony J.",N00043210,3,OH01,OH,1
"Sevigny, Stephen",N00042404,D,FL06,FL,6
"Sewell, Terri A",N00030622,D,AL07,AL,7
"Seyfferth, Robert",N00042850,R,MD03,MD,3
"Shah, Sapan",N00041566,R,IL10,IL,10
"Shalala, Donna",N00042811,D,FL27,FL,27
"Shamel, Hayden",N00041931,D,AR04,AR,4
"Shammas, Joe",N00038608,D,CA29,CA,29
"Shapiro, David",N00041784,D,FL16,FL,16
"Shaw, Stephen D",N00042688,D,OH08,OH,8
"Shayani, P Mark",N00041935,I,CA28,CA,28
"Shecktor, Andrew",N00040817,R,PA09,PA,9
"Shedd, Tiffany",N00041745,R,AZ01,AZ,1
"Sheehan, Molly",N00040951,D,PA05,PA,5
"Sheets, Kenneth",N00042232,R,TX05,TX,5
"Sheets, Lajena",N00038712,3,MS04,MS,4
"Shein, Dimitri",N00041052,I,AK01,AK,1
"Shell, Jonathan",N00039809,L,MO08,MO,8
"Shell, Mark",N00035041,R,MD02,MD,2
"Shelton, Jason",N00043489,3,MSS1,MS,S1
"Shepard, Jack",N00025842,R,MNS2,MN,S2
"Shepherd, Doug",N00038249,R,CA41,CA,41
"Shepherd, Morgan",N00043062,D,UT04,UT,4
"Shepherd, Rick",N00039133,D,NV02,NV,2
"Sherman, Brad",N00006897,D,CA30,CA,30
"Sherman, Howard",N00042983,D,MSS2,MS,S2
"Sherman, Jayesun",N00042154,R,MN07,MN,7
"Sherrill, Mikie",N00041154,D,NJ11,NJ,11
"Sherry, Barbara",N00041746,D,AZ02,AZ,2
"Sherzan, Mike",N00035286,D,IA03,IA,3
"Shevlin, Harold",N00040964,R,TN03,TN,3
"Shi, Ling Ling",N00042558,I,CAS2,CA,S2
"Shimkus, John M",N00004961,R,IL15,IL,15
"Shipley, Sheryl",N00041801,D,IN04,IN,4
"Shipp, Brett",N00042290,D,TX32,TX,32
"Shipp, Joshua",N00043331,D,MO01,MO,1
"Shirley, Liuba Grechen",N00042473,D,NY02,NY,2
"Shoblom, Scott",N00042067,I,CA10,CA,10
"Shocklee, Levii",N00041532,D,TX06,TX,6
"Shoemaker, Ed",N00043143,R,FL15,FL,15
"Shoemaker, Franklin Ed",N00035505,3,FLS1,FL,S1
"Shoemaker, Myrl",N00042694,R,OH12,OH,12
"Shootman, Gabriel",N00042396,I,CA52,CA,52
"Short, Grant",N00039055,D,KY02,KY,2
"Shudlick, Harold",N00027673,R,MNS2,MN,S2
"Shupe, Michael",N00043532,I,TN04,TN,4
"Shuster, Bill",N00013770,R,PA13,PA,13
"Siddiqui, Omar",N00041312,D,CA48,CA,48
"Sides, Angel",N00042427,D,IL13,IL,13
"Sidie, Jay",N00039951,D,KS03,KS,3
"Siegel, Mike",N00042250,D,TX10,TX,10
"Siekman, Lane",N00033284,D,IN06,IN,6
"Siganporia, Karl",N00040614,R,CA34,CA,34
"Silifies, Tim",N00043237,L,PA07,PA,7
"Simmons, Justin",N00041692,R,PA07,PA,7
"Simon, Neal",N00042976,I,MDS1,MD,S1
"Simpson, Mike",N00006263,R,ID02,ID,2
"Sindt, Susan",N00040027,3,MN04,MN,4
"Sinema, Kyrsten",N00033983,D,AZS2,AZ,S2
"Singer, James",N00041050,D,UTS1,UT,S1
"Singer, James",N00043056,D,UT03,UT,3
"Singh, Hirsh",N00042599,R,NJS1,NJ,S1
"Singh, Hirsh",N00042873,R,NJ02,NJ,2
"Singletary, Willie",N00042492,D,PA02,PA,2
"Singleton, Philip",N00041095,R,GA03,GA,3
"Sires, Albio",N00027523,D,NJ08,NJ,8
"Sistek, Len",N00042613,D,CO04,CO,4
"Skelton, Shane",N00040860,R,CA26,CA,26
"Skibo, Brian",N00040948,D,PA16,PA,16
"Skinner, Nancy",N00026252,D,MI11,MI,11
"Slate, Adam",N00041235,D,VA05,VA,5
"Slatzer-Rose, Cody",N00042679,D,OH04,OH,4
"Slaughter, Louise M",N00001311,D,NY25,NY,25
"Slawson, Clay",N00041320,R,CT02,CT,2
"Slotin, Ron",N00040680,D,GA06,GA,6
"Slotkin, Elissa",N00041357,D,MI08,MI,8
"Slotnick, Nancy Dailey",N00043466,I,WA10,WA,10
"Small, Xochitl Torres",N00042467,D,NM02,NM,2
"Smalling, David",N00042012,R,TX35,TX,35
"Smith, Adam",N00007833,D,WA09,WA,9
"Smith, Adrian",N00027623,R,NE03,NE,3
"Smith, Aja",N00040864,R,CA41,CA,41
"Smith, Carlton",N00041362,D,MS01,MS,1
"Smith, Charles",N00012760,D,MD07,MD,7
"Smith, Chris",N00009816,R,NJ04,NJ,4
"Smith, Chris",N00041823,D,MI08,MI,8
"Smith, Christina",N00043405,R,MOS2,MO,S2
"Smith, Craig Allen",N00040814,D,MIS2,MI,S2
"Smith, Craig Allen",N00039432,R,DC00,DC,0
"Smith, Douglas",N00039534,I,MI03,MI,3
"Smith, Gerald",N00043296,R,MDS1,MD,S1
"Smith, Jason",N00035282,R,MO08,MO,8
"Smith, Jeff",N00042836,R,IN06,IN,6
"Smith, Jesse T",N00036212,D,AL03,AL,3
"Smith, Joe",N00008327,R,FLS1,FL,S1
"Smith, Kasandra",N00042218,D,TN09,TN,9
"Smith, Lamar",N00001811,R,TX21,TX,21
"Smith, Michael William",N00040890,D,ID01,ID,1
"Smith, RC",N00043632,R,WAS1,WA,S1
"Smith, Rhett",N00026705,L,TX11,TX,11
"Smith, Rodney",N00039708,I,NV04,NV,4
"Smith, Sarah",N00041243,D,WA09,WA,9
"Smith, Scott",N00036717,I,NY18,NY,18
"Smith, Steve",N00041090,D,FL26,FL,26
"Smith, Steve",N00041060,R,AZ01,AZ,1
"Smith, Tina",N00042353,D,MNS1,MN,S1
"Smith, Toby",N00042713,D,SC01,SC,1
"Smith, William",N00029635,D,OH02,OH,2
"Smucker, Lloyd",N00038781,R,PA11,PA,11
